28,221,323,0
2,237,302,0
91,225,388,0
12,185,307,0
63,233,305,0
36,217,329,0
84,270,403,0
96,167,398,0
17,159,325,0
63,285,399,0
70,191,352,0
107,180,340,0
26,186,341,0
85,132,320,0
17,292,373,0
59,206,390,0
39,205,382,0
82,263,404,0
104,228,364,0
43,140,384,0
12,132,373,0
67,138,348,0
3,183,401,0
84,134,317,0
53,135,321,0
5,161,345,0
91,247,326,0
104,232,308,0
96,167,340,0
37,280,379,0
29,215,353,0
97,221,382,0
30,200,378,0
55,203,381,0
28,246,389,0
74,138,344,0
119,187,393,0
104,242,304,0
105,134,395,0
70,249,306,0
4,139,391,0
104,142,317,0
83,137,324,0
103,217,351,0
98,203,332,0
112,193,331,0
106,292,325,0
11,151,404,0
47,130,326,0
5,126,359,0
56,280,378,0
120,263,350,0
75,235,343,0
50,208,328,0
36,140,347,0
9,244,379,0
10,143,336,0
25,174,364,0
21,199,316,0
87,164,327,0
112,272,319,0
95,195,400,0
115,236,378,0
22,164,371,0
91,159,333,0
118,269,366,0
97,211,319,0
22,197,404,0
116,271,376,0
58,166,343,0
116,145,372,0
102,227,335,0
121,285,324,0
100,140,304,0
59,191,373,0
3,144,304,0
57,238,308,0
26,185,348,0
81,183,404,0
87,201,375,0
79,242,333,0
16,244,391,0
72,252,333,0
7,134,323,0
84,199,383,0
49,144,336,0
84,178,380,0
63,233,401,0
10,198,360,0
2,218,361,0
112,135,317,0
30,216,383,0
63,161,372,0
120,187,366,0
107,180,323,0
45,258,319,0
59,139,308,0
115,270,346,0
84,290,314,0
26,130,383,0
9,276,362,0
103,146,385,0
25,137,384,0
9,202,351,0
35,126,369,0
51,169,356,0
51,160,303,0
107,269,399,0
31,196,374,0
12,154,348,0
95,161,365,0
61,166,405,0
95,142,365,0
72,217,316,0
63,142,384,0
97,220,385,0
113,290,304,0
36,235,328,0
3,161,319,0
110,140,395,0
11,177,332,0
79,160,368,0
3,179,391,0
5,185,323,0
3,213,327,0
22,135,338,0
99,154,356,0
2,144,343,0
39,269,326,0
22,209,325,0
37,139,372,0
26,188,405,0
73,184,339,0
94,224,318,0
86,235,309,0
17,157,324,0
28,246,313,0
60,297,311,0
37,200,387,0
43,150,404,0
109,184,367,0
