117,198,384,0
10,183,341,0
71,240,353,0
3,154,394,0
75,255,367,0
18,234,400,0
118,186,342,0
62,261,405,0
85,181,363,0
73,190,329,0
82,152,384,0
66,208,314,0
63,153,396,0
90,265,382,0
37,300,396,0
122,285,324,0
60,178,327,0
9,209,336,0
62,279,402,0
79,177,313,0
61,204,348,0
45,294,398,0
90,252,353,0
81,215,362,0
36,125,311,0
120,167,346,0
99,155,349,0
76,158,377,0
72,163,397,0
76,255,314,0
45,164,358,0
39,277,348,0
20,141,374,0
89,151,391,0
57,259,362,0
35,128,376,0
23,274,329,0
95,231,305,0
42,211,380,0
32,238,387,0
10,238,379,0
50,218,352,0
89,246,377,0
16,134,337,0
106,265,348,0
51,181,344,0
45,247,330,0
116,237,363,0
20,139,354,0
63,183,398,0
110,159,304,0
44,273,321,0
46,284,390,0
67,262,400,0
48,240,318,0
70,298,381,0
22,184,365,0
3,128,308,0
71,261,334,0
90,178,311,0
95,208,338,0
43,246,316,0
102,298,405,0
93,273,312,0
81,152,374,0
39,185,404,0
76,218,315,0
104,204,346,0
22,156,344,0
25,227,395,0
48,151,316,0
23,159,400,0
13,231,394,0
76,194,341,0
124,172,316,0
62,130,335,0
58,188,313,0
74,201,400,0
28,299,379,0
28,175,334,0
122,265,397,0
63,243,389,0
73,299,386,0
33,194,405,0
29,129,398,0
39,253,336,0
6,282,384,0
96,241,341,0
116,130,314,0
84,272,378,0
121,278,326,0
88,170,363,0
71,256,391,0
119,170,376,0
64,140,363,0
8,125,333,0
33,290,309,0
99,173,308,0
2,260,367,0
100,220,325,0
63,163,323,0
61,274,347,0
11,167,338,0
70,284,309,0
105,264,363,0
54,268,314,0
63,196,384,0
1,257,370,0
24,244,339,0
92,294,364,0
89,276,322,0
1,266,403,0
75,201,307,0
89,300,331,0
58,166,405,0
102,248,377,0
42,259,309,0
87,173,344,0
56,143,339,0
11,148,334,0
9,133,319,0
87,278,374,0
82,261,341,0
72,213,375,0
95,260,328,0
85,291,343,0
48,175,359,0
16,160,370,0
62,141,313,0
48,250,308,0
61,255,312,0
64,133,310,0
21,209,398,0
75,142,302,0
119,208,310,0
110,178,356,0
20,223,333,0
117,187,342,0
45,272,371,0
27,223,384,0
33,281,371,0
112,300,321,0
88,228,393,0
108,230,390,0
52,213,308,0
14,208,328,0
111,135,353,0
67,157,334,0
113,236,307,0
85,220,314,0
38,130,348,0
106,253,305,0
42,254,346,0
102,208,356,0
100,200,340,0
94,239,305,0
4,240,404,0
89,143,356,0
44,225,373,0
117,175,328,0
19,259,395,0
53,189,305,0
64,205,379,0
51,279,394,0
65,265,322,0
40,126,332,0
102,297,394,0
105,188,374,0
69,145,393,0
81,171,339,0
11,226,403,0
62,174,357,0
102,264,335,0
49,160,402,0
13,192,353,0
29,278,334,0
68,180,396,0
35,280,399,0
99,273,391,0
89,203,392,0
66,279,384,0
46,264,379,0
21,296,377,0
28,177,380,0
95,131,313,0
97,126,342,0
81,301,303,0
110,150,322,0
106,245,360,0
6,256,366,0
115,170,383,0
80,291,316,0
37,242,346,0
104,178,312,0
20,195,313,0
48,261,386,0
29,174,377,0
111,216,390,0
45,270,307,0
22,231,339,0
86,128,307,0
70,186,330,0
53,128,338,0
11,138,362,0
99,128,309,0
99,139,318,0
46,172,387,0
51,264,339,0
118,167,311,0
68,197,318,0
120,207,345,0
95,296,368,0
6,156,348,0
21,283,340,0
110,202,377,0
33,210,357,0
122,245,359,0
70,270,403,0
62,151,368,0
15,229,400,0
117,293,396,0
110,232,302,0
49,198,359,0
47,194,338,0
25,256,376,0
7,237,402,0
121,206,364,0
50,148,318,0
123,131,371,0
20,273,308,0
55,295,324,0
4,227,336,0
34,138,369,0
123,293,309,0
15,267,377,0
110,248,363,0
100,285,325,0
27,214,360,0
95,188,384,0
41,211,332,0
118,158,354,0
112,150,401,0
99,232,344,0
59,241,350,0
27,153,325,0
97,150,312,0
77,233,346,0
99,228,335,0
49,210,334,0
8,284,305,0
44,245,363,0
45,146,327,0
91,202,370,0
69,227,394,0
19,239,396,0
111,294,352,0
124,187,306,0
87,168,341,0
59,145,316,0
74,278,326,0
98,265,327,0
62,226,324,0
59,276,308,0
98,273,315,0
58,143,393,0
108,245,315,0
105,256,336,0
91,149,386,0
41,191,399,0
14,208,359,0
95,279,347,0
16,158,347,0
59,225,382,0
12,265,354,0
42,174,334,0
82,265,332,0
112,232,379,0
36,248,309,0
121,287,303,0
88,169,307,0
87,235,375,0
40,262,378,0
90,299,352,0
78,208,369,0
101,272,390,0
8,280,331,0
73,166,358,0
27,211,324,0
95,238,398,0
118,127,356,0
29,179,353,0
21,223,371,0
75,248,335,0
116,284,394,0
85,204,363,0
109,203,364,0
100,296,346,0
6,127,356,0
31,288,326,0
111,179,305,0
58,129,390,0
100,248,311,0
61,153,372,0
89,147,315,0
82,243,399,0
112,187,317,0
46,215,319,0
68,126,316,0
93,144,387,0
90,250,392,0
109,183,332,0
3,140,395,0
23,154,335,0
51,129,323,0
64,297,367,0
39,194,385,0
107,144,340,0
37,207,327,0
79,132,361,0
114,202,387,0
81,156,402,0
22,213,376,0
19,211,340,0
91,238,385,0
1,209,328,0
24,208,336,0
41,247,373,0
99,257,404,0
59,227,404,0
85,230,302,0
56,185,335,0
49,137,354,0
49,228,324,0
119,259,395,0
28,246,320,0
60,179,350,0
17,146,374,0
101,257,374,0
61,168,321,0
55,154,350,0
95,197,351,0
78,129,339,0
93,231,357,0
111,136,338,0
124,298,304,0
103,216,339,0
115,222,368,0
33,209,366,0
27,265,384,0
113,163,308,0
49,177,366,0
76,274,404,0
63,160,402,0
72,189,360,0
75,227,307,0
110,206,366,0
117,300,356,0
104,234,346,0
113,205,357,0
7,286,362,0
100,277,345,0
45,283,325,0
90,143,327,0
42,292,364,0
109,135,351,0
99,222,329,0
18,195,378,0
24,191,325,0
74,143,394,0
10,294,398,0
88,172,351,0
101,238,369,0
75,296,325,0
124,299,329,0
8,254,391,0
112,179,357,0
108,222,357,0
71,216,405,0
95,279,404,0
88,131,348,0
72,211,370,0
21,157,405,0
14,146,394,0
69,157,329,0
36,288,332,0
89,135,370,0
68,214,382,0
15,239,339,0
54,218,351,0
47,174,348,0
101,125,371,0
5,233,314,0
30,300,328,0
97,181,319,0
15,155,372,0
79,184,322,0
103,282,342,0
67,125,321,0
27,291,321,0
43,279,369,0
103,263,403,0
112,178,393,0
101,244,338,0
20,193,332,0
11,259,335,0
35,232,318,0
44,147,380,0
97,163,377,0
20,143,317,0
106,162,327,0
96,161,376,0
96,149,355,0
8,227,315,0
91,170,393,0
67,271,333,0
50,180,363,0
41,241,346,0
107,247,383,0
17,222,373,0
26,216,392,0
98,194,334,0
17,163,316,0
53,282,394,0
21,126,347,0
32,242,349,0
80,176,401,0
76,184,312,0
121,245,315,0
55,209,405,0
79,230,395,0
52,245,339,0
84,248,376,0
108,203,317,0
94,277,316,0
117,204,321,0
100,280,404,0
105,247,310,0
75,286,373,0
119,131,369,0
28,153,316,0
116,200,326,0
79,130,305,0
77,263,358,0
6,149,332,0
123,270,396,0
88,247,310,0
79,219,357,0
120,287,305,0
104,148,351,0
5,128,405,0
86,245,311,0
42,126,326,0
108,234,352,0
43,192,334,0
120,234,324,0
50,187,362,0
26,143,314,0
37,275,303,0
79,213,345,0
124,219,396,0
16,161,344,0
121,245,400,0
80,193,363,0
116,215,333,0
44,290,388,0
51,200,389,0
121,140,363,0
69,138,325,0
12,138,302,0
72,276,317,0
120,284,388,0
18,254,362,0
115,259,360,0
86,284,315,0
116,212,305,0
80,217,369,0
86,160,327,0
26,190,312,0
30,138,350,0
23,266,324,0
32,135,339,0
75,133,381,0
91,147,304,0
66,144,341,0
74,180,401,0
14,277,398,0
37,131,371,0
49,271,357,0
121,209,334,0
41,277,365,0
106,130,342,0
100,159,338,0
109,197,306,0
89,273,359,0
123,163,370,0
9,185,350,0
50,229,307,0
7,194,334,0
60,222,371,0
20,209,400,0
33,172,354,0
16,145,349,0
63,191,373,0
