5,229,335,0
48,180,313,0
7,216,334,0
65,216,369,0
7,214,335,0
4,229,335,0
4,188,348,0
12,150,309,0
16,146,308,0
121,223,400,0
74,131,335,0
60,130,324,0
81,263,336,0
19,149,306,0
98,226,373,0
31,184,305,0
43,208,334,0
16,266,335,0
31,222,308,0
16,212,348,0
113,289,385,0
14,222,308,0
96,200,353,0
82,146,380,0
65,216,324,0
50,230,335,0
59,160,322,0
71,216,348,0
113,241,385,0
46,195,308,0
64,278,331,0
110,224,379,0
15,274,306,0
99,289,358,0
20,134,311,0
66,181,329,0
45,166,389,0
7,212,334,0
6,212,335,0
1,276,302,0
15,207,335,0
3,166,338,0
15,213,335,0
5,136,309,0
118,205,379,0
10,203,338,0
8,135,335,0
80,265,380,0
66,278,331,0
121,269,400,0
21,149,306,0
109,262,379,0
14,150,309,0
10,180,313,0
68,215,324,0
2,274,306,0
63,216,329,0
43,151,335,0
69,182,329,0
53,158,317,0
98,287,372,0
68,216,392,0
20,274,306,0
76,130,335,0
69,216,326,0
47,267,357,0
21,180,313,0
109,254,379,0
60,180,324,0
100,249,373,0
45,274,389,0
21,217,335,0
51,223,316,0
50,213,335,0
50,131,335,0
36,146,308,0
83,263,336,0
28,195,308,0
34,137,308,0
75,266,335,0
75,185,335,0
21,222,308,0
42,202,309,0
65,180,331,0
19,150,309,0
47,193,348,0
45,250,389,0
115,276,385,0
28,215,335,0
72,207,335,0
45,127,389,0
48,208,335,0
96,200,349,0
111,174,323,0
66,278,392,0
21,214,310,0
17,177,312,0
63,248,332,0
1,231,302,0
15,266,335,0
12,218,335,0
10,217,335,0
17,140,312,0
1,241,302,0
13,202,309,0
71,212,357,0
21,151,335,0
33,137,308,0
79,253,336,0
87,206,343,0
4,215,335,0
121,280,400,0
64,216,329,0
3,180,335,0
121,199,400,0
29,146,308,0
14,148,308,0
46,212,334,0
111,226,380,0
31,193,335,0
113,287,385,0
31,213,357,0
21,229,335,0
60,150,333,0
72,230,335,0
48,234,311,0
47,150,348,0
8,267,357,0
107,241,365,0
46,203,338,0
67,150,332,0
18,145,311,0
115,152,385,0
20,212,379,0
75,130,335,0
65,212,331,0
112,152,384,0
7,164,308,0
66,178,329,0
9,236,323,0
27,218,335,0
47,266,335,0
43,229,335,0
19,274,306,0
71,266,335,0
45,289,389,0
71,235,348,0
69,150,328,0
119,178,398,0
71,193,335,0
74,135,335,0
43,156,349,0
113,274,385,0
55,158,317,0
60,150,332,0
8,131,306,0
114,127,385,0
115,289,385,0
20,209,379,0
21,236,323,0
105,163,365,0
21,139,306,0
68,182,329,0
121,282,400,0
43,196,335,0
52,158,317,0
82,222,336,0
77,229,335,0
96,225,349,0
74,229,335,0
14,178,306,0
121,210,400,0
20,205,379,0
48,150,334,0
96,146,380,0
16,140,314,0
69,179,326,0
66,207,335,0
54,200,317,0
3,171,338,0
5,234,311,0
15,188,348,0
28,196,335,0
111,237,323,0
105,263,405,0
43,126,335,0
75,207,348,0
28,214,335,0
20,234,311,0
48,146,308,0
27,184,347,0
7,132,308,0
124,158,404,0
65,248,332,0
14,194,315,0
46,197,334,0
7,194,315,0
57,154,321,0
3,202,309,0
121,286,400,0
7,186,335,0
46,208,334,0
76,150,335,0
46,208,335,0
75,180,348,0
100,289,358,0
6,164,308,0
75,126,335,0
46,209,334,0
44,132,309,0
12,177,312,0
86,280,341,0
46,213,335,0
118,224,379,0
76,193,335,0
69,279,329,0
121,254,402,0
3,180,334,0
4,210,334,0
43,216,369,0
12,151,306,0
7,180,335,0
17,274,306,0
4,234,311,0
8,177,312,0
21,212,335,0
31,229,335,0
94,252,351,0
73,229,335,0
43,175,322,0
11,274,306,0
21,214,335,0
86,129,340,0
107,130,365,0
105,243,365,0
6,126,335,0
110,212,379,0
46,146,308,0
50,132,335,0
5,218,335,0
73,216,334,0
71,270,386,0
3,195,308,0
12,139,306,0
5,216,334,0
92,284,346,0
3,212,314,0
70,216,326,0
14,142,315,0
45,133,310,0
73,218,335,0
74,215,335,0
64,178,329,0
69,178,330,0
65,278,326,0
119,262,398,0
43,210,334,0
15,195,308,0
6,138,335,0
6,135,305,0
7,266,335,0
21,153,307,0
106,274,364,0
48,139,312,0
21,209,335,0
45,205,389,0
7,146,308,0
91,299,347,0
10,209,335,0
77,180,335,0
87,203,343,0
8,208,335,0
40,126,307,0
20,270,379,0
43,216,324,0
95,291,349,0
94,170,351,0
121,177,400,0
8,140,312,0
77,216,348,0
66,151,335,0
19,178,306,0
119,216,398,0
10,278,339,0
26,274,344,0
69,179,327,0
50,140,335,0
5,140,314,0
5,230,335,0
48,135,335,0
114,270,385,0
48,274,306,0
67,215,324,0
94,231,351,0
76,185,335,0
43,278,331,0
72,213,357,0
21,274,306,0
12,149,306,0
43,186,335,0
118,137,379,0
119,252,398,0
122,143,402,0
19,137,312,0
71,229,335,0
20,198,311,0
